OrderDetailsID,OrderID,PaidDate
217,80,2023-02-14
218,80,2023-02-10
219,80,2023-02-09
220,80,2023-02-10
221,81,2024-03-28
222,81,2024-03-26
223,81,2024-03-26
224,82,2023-08-28
225,83,2024-06-27
226,83,2024-06-29
227,83,2024-07-02
228,84,2023-08-16
229,84,2023-08-17
230,84,2023-08-22
231,84,2023-08-22
232,85,2023-06-13
233,85,2023-06-08
234,86,2023-05-28
235,86,2023-06-02
236,86,2023-06-01
237,87,2024-03-18
238,87,2024-03-23
239,87,2024-03-18
240,88,2024-08-20
241,88,2024-08-19
242,89,2024-03-01
243,89,2024-02-29
244,90,2023-08-25
245,90,2023-08-26
246,90,2023-08-23
247,91,2024-05-16
248,91,2024-05-17
249,91,2024-05-17
250,91,2024-05-14
251,92,2024-08-16
252,92,2024-08-18
253,93,2023-05-13
254,93,2023-05-14
255,94,2023-03-01
256,95,2024-02-28
257,95,2024-02-27
258,95,2024-02-26
259,95,2024-02-27
260,96,2024-10-23
261,96,2024-10-20
262,97,2024-12-09
263,97,2024-12-09
264,98,2024-02-12
265,98,2024-02-11
266,98,2024-02-10
267,98,2024-02-12
268,99,2024-10-22
269,99,2024-10-21
270,99,2024-10-23
271,99,2024-10-22
272,100,2024-07-20
273,100,2024-07-24
274,100,2024-07-24
275,101,2024-03-06
276,102,2023-12-17
277,103,2023-07-19
278,104,2023-06-28
279,105,2024-09-10
280,106,2024-04-04
281,106,2024-04-08
282,107,2024-12-22
283,108,2024-12-29
284,108,2024-12-27
285,108,2024-12-29
286,109,2024-08-02
287,110,2024-12-05
288,110,2024-12-05
289,111,2023-10-17
290,111,2023-10-18
291,111,2023-10-19
292,112,2024-03-20
293,112,2024-03-22
294,112,2024-03-21
295,112,2024-03-16
296,113,2023-11-08
297,113,2023-11-02
298,114,2023-11-04
299,114,2023-11-06
300,114,2023-11-04
301,115,2023-10-10
302,115,2023-10-08
303,116,2024-10-20
304,116,2024-10-18
305,116,2024-10-22
306,117,2024-07-16
307,117,2024-07-14
308,117,2024-07-17
309,117,2024-07-18
310,118,2023-08-24
311,118,2023-08-22
312,119,2023-02-13
313,119,2023-02-14
314,119,2023-02-11
315,120,2023-04-15
316,120,2023-04-15
317,121,2023-11-21
318,122,2023-07-04
319,122,2023-07-08
320,122,2023-07-05
321,122,2023-07-03
322,123,2024-03-29
323,123,2024-03-24
324,124,2024-12-05
325,124,2024-12-01
326,125,2024-08-31
327,126,2023-11-05
328,126,2023-11-03
329,127,2024-06-13
330,128,2023-03-26
331,128,2023-03-27
332,128,2023-03-24
333,128,2023-03-28
334,129,2024-07-11
335,129,2024-07-12
336,130,2024-12-28
337,130,2024-12-24
338,130,2024-12-28
339,130,2024-12-24
340,131,2024-07-18
341,132,2024-11-08
342,132,2024-11-05
343,132,2024-11-10
344,133,2023-09-18
345,133,2023-09-16
346,134,2023-03-09
347,134,2023-03-09
348,134,2023-03-10
349,135,2024-02-28
350,135,2024-02-28
351,136,2024-03-23
352,136,2024-03-26
353,136,2024-03-25
354,137,2023-10-07
355,137,2023-10-08
356,137,2023-10-03
357,137,2023-10-02
358,138,2024-09-15
359,138,2024-09-14
360,138,2024-09-18
361,138,2024-09-15
362,139,2023-12-09
363,139,2023-12-07
364,139,2023-12-04
365,139,2023-12-04
366,140,2023-04-24
367,140,2023-04-21
368,140,2023-04-27
369,140,2023-04-21
370,141,2024-04-17
371,141,2024-04-17
372,142,2024-01-13
373,143,2024-08-02
374,143,2024-07-31
375,143,2024-08-02
376,144,2023-09-17
377,144,2023-09-15
378,144,2023-09-19
379,144,2023-09-17
380,145,2023-02-13
381,146,2023-08-08
382,146,2023-08-06
383,147,2023-02-26
384,147,2023-02-21
385,148,2024-07-29
386,148,2024-08-01
387,149,2023-06-26
388,149,2023-06-23
389,149,2023-06-27
390,150,2023-04-13
391,150,2023-04-12
392,150,2023-04-10
393,151,2024-05-04
394,151,2024-05-05
395,151,2024-05-04
396,152,2024-11-05
397,152,2024-11-05
398,152,2024-10-30
399,152,2024-11-02
400,153,2023-06-19
401,153,2023-06-23
402,153,2023-06-17
403,153,2023-06-20
404,154,2024-05-25
405,154,2024-05-28
406,154,2024-05-26
407,154,2024-05-28
408,155,2023-04-29
409,156,2023-06-26
410,156,2023-06-25
411,156,2023-06-22
412,156,2023-06-22
413,157,2023-05-25
414,157,2023-05-20
415,157,2023-05-22
416,157,2023-05-25
417,158,2023-01-21
418,158,2023-01-21
419,159,2023-11-03
420,160,2023-03-10
421,160,2023-03-11
422,161,2024-11-25
423,161,2024-11-25
424,162,2023-03-06
425,162,2023-03-05
426,163,2023-02-09
427,163,2023-02-10
428,163,2023-02-06
429,163,2023-02-08
430,164,2024-04-20
431,165,2024-05-23
432,165,2024-05-18
433,166,2023-02-17
434,166,2023-02-22
435,167,2023-09-09
436,167,2023-09-06
437,168,2024-01-14
438,169,2023-10-28
439,169,2023-10-31
440,170,2023-09-15
441,170,2023-09-16
442,171,2023-11-17
443,171,2023-11-12
444,171,2023-11-13
445,172,2024-01-07
446,172,2024-01-08
447,172,2024-01-06
448,173,2023-04-16
449,173,2023-04-16
450,173,2023-04-21
451,173,2023-04-21
452,174,2023-11-08
453,174,2023-11-13
454,175,2023-07-23
455,176,2023-08-19
456,177,2024-11-18
457,177,2024-11-18
458,177,2024-11-19
459,177,2024-11-23
460,178,2023-01-15
461,178,2023-01-15
462,178,2023-01-15
463,178,2023-01-14
464,179,2023-03-30
465,179,2023-03-28
466,179,2023-03-26
467,180,2023-05-05
468,180,2023-05-09
469,180,2023-05-09
470,181,2024-04-09
471,181,2024-04-11
472,181,2024-04-07
473,182,2023-02-17
474,182,2023-02-19
475,182,2023-02-15
476,183,2023-03-14
477,183,2023-03-14
478,184,2024-03-17
479,184,2024-03-14
480,185,2024-05-16
481,185,2024-05-16
482,185,2024-05-17
483,186,2023-10-20
484,187,2023-02-04
485,187,2023-02-07
486,187,2023-02-08
487,187,2023-02-03
488,188,2024-08-25
489,188,2024-08-21
490,188,2024-08-23
491,189,2023-07-12
492,189,2023-07-11
493,189,2023-07-08
494,190,2023-07-30
495,190,2023-08-02
496,190,2023-08-02
497,190,2023-07-31
498,191,2024-06-09
499,191,2024-06-10
500,191,2024-06-10
501,192,2023-10-01
502,192,2023-10-06
503,192,2023-10-01
504,193,2023-08-03
505,194,2024-07-18
506,194,2024-07-14
507,195,2024-05-24
508,195,2024-05-18
509,196,2024-02-14
510,197,2023-11-27
511,198,2023-03-08
512,198,2023-03-11
513,198,2023-03-13
514,198,2023-03-08
515,199,2024-10-15
516,200,2023-08-13
517,200,2023-08-15
518,200,2023-08-10
519,201,2023-07-08
520,201,2023-07-06
521,201,2023-07-09
522,201,2023-07-07
523,202,2024-05-15
524,202,2024-05-16
525,202,2024-05-15
526,202,2024-05-18
527,203,2023-09-20
528,203,2023-09-20
529,203,2023-09-18
530,203,2023-09-16
531,204,2024-01-31
532,204,2024-02-01
533,204,2024-01-31
534,204,2024-01-31
535,205,2024-07-15
536,205,2024-07-16
537,205,2024-07-19
538,206,2023-04-15
539,207,2024-11-28
540,207,2024-11-30
541,208,2024-03-08
542,208,2024-03-07
543,209,2024-10-06
544,209,2024-09-30
545,210,2024-01-30
546,211,2023-05-06
547,211,2023-05-03
548,212,2024-11-02
549,212,2024-11-04
550,212,2024-11-01
551,212,2024-11-03
552,213,2023-06-17
553,213,2023-06-16
554,214,2023-03-24
555,215,2024-11-06
556,215,2024-11-09
557,215,2024-11-07
558,216,2024-03-17
559,217,2024-06-02
560,217,2024-05-29
561,217,2024-06-03
562,218,2024-06-10
563,218,2024-06-11
564,218,2024-06-09
565,218,2024-06-07
566,219,2023-02-12
567,219,2023-02-15
568,220,2023-01-10
569,221,2024-04-23
570,222,2024-12-12
571,223,2023-05-04
572,223,2023-05-01
573,223,2023-05-06
574,223,2023-05-05
575,224,2023-10-24
576,224,2023-10-21
577,224,2023-10-22
578,224,2023-10-23
579,225,2024-01-05
580,225,2024-01-03
581,226,2024-11-09
582,227,2023-06-24
583,227,2023-06-25
584,228,2023-09-10
585,228,2023-09-12
586,229,2024-05-27
587,229,2024-05-27
588,229,2024-05-30
589,230,2024-04-01
590,230,2024-03-31
591,231,2023-06-08
592,231,2023-06-09
593,232,2023-06-20
594,232,2023-06-21
595,232,2023-06-19
596,232,2023-06-22
597,233,2023-11-26
598,234,2023-07-05
599,235,2024-05-25
600,235,2024-05-25
601,236,2023-05-05
602,236,2023-05-07
603,237,2024-04-08
604,237,2024-04-08
605,237,2024-04-08
606,237,2024-04-08
607,238,2024-10-28
608,239,2024-08-07
609,239,2024-08-05
610,240,2023-06-25
611,240,2023-06-24
612,240,2023-06-24
613,240,2023-06-28
614,241,2023-09-11
615,241,2023-09-13
616,241,2023-09-10
617,241,2023-09-08
618,242,2023-06-16
619,243,2023-09-05
620,243,2023-09-08
621,243,2023-09-04
622,243,2023-09-08
623,244,2023-11-02
624,244,2023-10-31
625,244,2023-11-02
626,244,2023-10-30
627,245,2023-12-24
628,245,2023-12-21
629,245,2023-12-22
630,246,2024-04-22
631,246,2024-04-19
632,246,2024-04-21
633,247,2024-07-01
634,247,2024-06-30
635,247,2024-07-06
636,247,2024-07-05
637,248,2024-10-25
638,248,2024-10-25
639,249,2023-01-14
640,249,2023-01-11
641,249,2023-01-14
642,250,2023-10-22
643,250,2023-10-21
644,250,2023-10-20
645,250,2023-10-19
646,251,2023-09-02
647,251,2023-08-31
648,252,2023-08-10
649,252,2023-08-08
650,253,2023-12-02
651,254,2024-06-14
652,255,2023-11-30
653,255,2023-11-30
654,256,2024-04-04
655,257,2024-04-14
656,257,2024-04-13
657,257,2024-04-14
658,258,2024-10-29
659,258,2024-10-28
660,258,2024-10-26
661,258,2024-10-26
662,259,2023-11-18
663,259,2023-11-15
664,260,2023-05-20
665,260,2023-05-20
666,260,2023-05-20
667,261,2023-06-23
668,261,2023-06-19
669,261,2023-06-18
670,261,2023-06-19
671,262,2023-05-15
672,263,2023-09-16
673,263,2023-09-14
674,263,2023-09-14
675,263,2023-09-19
676,264,2024-03-21
677,265,2024-04-27
678,265,2024-04-27
679,266,2024-06-26
680,266,2024-07-01
681,267,2024-08-28
682,267,2024-08-31
683,267,2024-08-28
684,267,2024-09-01
685,268,2023-05-22
686,269,2024-03-15
687,269,2024-03-16
688,269,2024-03-18
689,269,2024-03-17
690,270,2023-07-17
691,270,2023-07-16
692,270,2023-07-14
693,270,2023-07-16
694,271,2023-04-01
695,271,2023-04-05
696,271,2023-04-04
697,272,2024-10-09
698,272,2024-10-06
699,272,2024-10-07
700,272,2024-10-03
701,273,2023-06-07
702,273,2023-06-11
703,273,2023-06-12
704,274,2024-04-14
705,274,2024-04-19
706,274,2024-04-15
707,275,2024-02-20
708,275,2024-02-24
709,276,2023-10-10
710,277,2023-04-03
711,277,2023-04-05
712,277,2023-04-05
713,277,2023-04-07
714,278,2023-11-21
715,278,2023-11-24
716,278,2023-11-21
717,279,2024-02-22
718,279,2024-02-22
719,280,2023-05-14
720,280,2023-05-15
721,280,2023-05-11
722,280,2023-05-11
723,281,2024-03-20
724,281,2024-03-18
725,282,2024-01-14
726,283,2023-11-27
727,284,2024-08-22
728,284,2024-08-28
729,284,2024-08-26
730,285,2024-05-07
731,285,2024-05-04
732,285,2024-05-01
733,286,2024-01-25
734,286,2024-01-24
735,286,2024-01-24
736,287,2024-06-03
737,287,2024-05-29
738,287,2024-05-29
739,288,2024-02-07
740,288,2024-02-10
741,288,2024-02-08
742,289,2023-09-12
743,289,2023-09-16
744,289,2023-09-11
745,290,2023-11-11
746,290,2023-11-12
747,290,2023-11-14
748,291,2023-08-25
749,291,2023-08-28
750,292,2023-06-05
751,293,2023-06-01
752,294,2024-03-23
753,294,2024-03-25
754,294,2024-03-27
755,295,2024-06-01
756,296,2023-04-17
757,296,2023-04-14
758,297,2024-05-14
759,297,2024-05-15
760,297,2024-05-12
761,297,2024-05-12
762,298,2024-02-24
763,298,2024-02-26
764,299,2024-02-17
765,300,2024-03-05
766,300,2024-03-06
767,301,2023-06-02
768,302,2024-05-08
769,302,2024-05-09
770,303,2024-06-04
771,303,2024-06-01
772,303,2024-06-04
773,303,2024-06-01
774,304,2023-04-17
775,304,2023-04-16
776,305,2025-01-03
777,305,2025-01-01
778,305,2025-01-04
779,305,2025-01-03
780,306,2023-12-23
781,306,2023-12-27
782,306,2023-12-23
783,306,2023-12-23
784,307,2024-08-07
785,307,2024-08-03
786,308,2024-03-05
787,309,2024-08-19
788,309,2024-08-20
789,309,2024-08-21
790,310,2023-08-26
791,310,2023-08-21
792,311,2023-02-16
793,311,2023-02-16
794,312,2023-07-10
795,313,2023-12-19
796,313,2023-12-14
797,313,2023-12-17
798,314,2024-11-26
799,314,2024-11-26
800,315,2023-09-09
801,315,2023-09-12
802,316,2023-09-12
803,316,2023-09-08
804,316,2023-09-09
805,317,2023-05-26
806,317,2023-05-25
807,317,2023-05-28
808,317,2023-05-25
809,318,2024-07-16
810,319,2023-12-04
811,319,2023-11-28
812,319,2023-12-01
813,319,2023-12-02
814,320,2023-05-28
815,321,2023-09-08
816,321,2023-09-09
817,321,2023-09-05
818,321,2023-09-05
819,322,2024-06-12
820,322,2024-06-07
821,323,2023-05-22
822,323,2023-05-22
823,323,2023-05-19
824,324,2023-02-06
825,325,2023-12-27
826,325,2023-12-25
827,325,2023-12-27
828,325,2023-12-21
829,326,2023-12-17
830,326,2023-12-19
831,326,2023-12-20
832,326,2023-12-16
833,327,2023-09-19
834,327,2023-09-20
835,327,2023-09-20
836,328,2023-04-20
837,328,2023-04-21
838,328,2023-04-21
839,328,2023-04-23
840,329,2024-10-23
841,329,2024-10-24
842,329,2024-10-23
843,330,2024-05-23
844,330,2024-05-23
845,330,2024-05-23
846,331,2024-12-07
847,331,2024-12-08
848,332,2024-12-27
849,333,2023-07-17
850,333,2023-07-18
851,334,2024-03-26
852,334,2024-03-26
853,334,2024-03-30
854,334,2024-03-30
855,335,2023-06-06
856,335,2023-06-04
857,336,2023-03-15
858,336,2023-03-13
859,336,2023-03-19
860,336,2023-03-13
861,337,2023-07-09
862,337,2023-07-12
863,337,2023-07-11
864,338,2024-10-01
865,338,2024-10-02
866,339,2023-04-08
867,340,2024-01-12
868,341,2024-06-13
869,341,2024-06-11
870,341,2024-06-14
871,342,2024-01-07
872,342,2024-01-06
873,342,2024-01-08
874,343,2024-07-03
875,343,2024-06-29
876,343,2024-07-04
877,344,2024-02-15
878,344,2024-02-14
879,344,2024-02-16
880,344,2024-02-18
881,345,2024-06-17
882,345,2024-06-19
883,345,2024-06-19
884,346,2024-12-11
885,346,2024-12-15
886,347,2024-03-11
887,347,2024-03-12
888,348,2023-04-18
889,348,2023-04-15
890,349,2023-02-02
891,349,2023-02-03
892,349,2023-01-31
893,349,2023-01-28
894,350,2024-08-11
895,351,2024-03-23
896,351,2024-03-19
897,352,2024-01-09
898,353,2024-01-04
899,353,2024-01-09
900,354,2023-05-15
901,354,2023-05-16
902,354,2023-05-19
903,355,2024-05-25
904,356,2023-05-18
905,357,2024-01-11
906,357,2024-01-14
907,357,2024-01-17
908,357,2024-01-14
909,358,2024-04-08
910,358,2024-04-13
911,359,2023-05-04
912,359,2023-05-09
913,359,2023-05-05
914,360,2024-11-11
915,360,2024-11-16
916,360,2024-11-15
917,361,2023-07-06
918,361,2023-07-03
919,362,2023-07-22
920,362,2023-07-23
921,362,2023-07-19
922,363,2024-06-15
923,363,2024-06-16
924,364,2024-07-16
925,365,2024-07-03
926,365,2024-07-04
927,365,2024-07-06
928,366,2024-05-12
929,366,2024-05-11
930,366,2024-05-09
931,366,2024-05-13
932,367,2023-07-07
933,367,2023-07-06
934,367,2023-07-08
935,367,2023-07-04
936,368,2023-11-15
937,368,2023-11-11
938,368,2023-11-13
939,369,2024-04-12
940,369,2024-04-10
941,370,2024-08-04
942,371,2023-10-06
943,371,2023-10-02
944,372,2024-02-23
945,372,2024-02-23
946,373,2023-04-06
947,373,2023-04-12
948,373,2023-04-08
949,373,2023-04-11
950,374,2024-06-11
951,374,2024-06-15
952,374,2024-06-14
953,374,2024-06-10
954,375,2024-10-17
955,376,2023-03-05
956,377,2023-11-19
957,377,2023-11-17
958,377,2023-11-18
959,377,2023-11-21
960,378,2024-04-01
961,378,2024-04-04
962,378,2024-04-04
963,379,2023-03-19
964,380,2023-06-22
965,380,2023-06-27
966,381,2024-05-15
967,381,2024-05-20
968,382,2023-10-10
969,382,2023-10-10
970,383,2023-04-19
971,383,2023-04-20
972,383,2023-04-19
973,383,2023-04-20
974,384,2023-01-12
975,384,2023-01-09
976,385,2023-11-12
977,386,2024-04-05
978,386,2024-04-03
979,386,2024-04-01
980,386,2024-04-03
981,387,2024-01-22
982,387,2024-01-24
983,387,2024-01-22
984,387,2024-01-22
985,388,2023-09-20
986,388,2023-09-17
987,389,2024-07-07
988,389,2024-07-09
989,389,2024-07-08
990,389,2024-07-12
991,390,2023-08-15
992,390,2023-08-17
993,391,2024-12-22
994,391,2024-12-18
995,391,2024-12-22
996,392,2023-09-02
997,393,2024-07-28
998,394,2023-08-27
999,395,2024-09-17
1000,396,2023-04-29
1001,396,2023-05-01
1002,396,2023-05-01
1003,397,2024-03-18
1004,397,2024-03-12
1005,397,2024-03-14
1006,398,2023-07-20
1007,398,2023-07-20
1008,398,2023-07-14
1009,399,2024-08-26
1010,399,2024-08-28
1011,399,2024-08-28
1012,400,2023-08-14
1013,400,2023-08-11
1014,400,2023-08-16
1015,400,2023-08-16
1016,401,2023-05-14
1017,402,2024-05-25
1018,402,2024-05-23
1019,402,2024-05-21
1020,402,2024-05-23
1021,403,2024-02-06
1022,403,2024-02-04
1023,403,2024-02-02
1024,403,2024-02-06
1025,404,2023-01-30
1026,404,2023-01-27
1027,404,2023-02-02
1028,404,2023-01-30
1029,405,2023-01-31
1030,406,2023-01-22
1031,406,2023-01-24
1032,406,2023-01-20
1033,406,2023-01-21
1034,407,2024-06-04
1035,407,2024-05-31
1036,407,2024-05-30
1037,408,2024-11-04
1038,408,2024-11-09
1039,409,2023-08-20
1040,409,2023-08-26
1041,409,2023-08-22
1042,410,2024-04-19
1043,410,2024-04-18
1044,410,2024-04-23
1045,411,2023-04-09
1046,411,2023-04-06
1047,412,2024-11-02
1048,412,2024-10-31
1049,412,2024-11-02
1050,412,2024-10-31
1051,413,2024-03-13
1052,413,2024-03-13
1053,414,2023-09-19
1054,415,2023-05-23
1055,415,2023-05-23
1056,415,2023-05-19
1057,415,2023-05-20
1058,416,2024-01-18
1059,416,2024-01-23
1060,416,2024-01-20
1061,417,2024-06-24
1062,417,2024-06-22
1063,417,2024-06-23
1064,418,2023-04-14
1065,418,2023-04-10
1066,418,2023-04-09
1067,419,2023-02-20
1068,419,2023-02-20
1069,420,2024-10-14
1070,420,2024-10-15
1071,420,2024-10-15
1072,420,2024-10-12
1073,421,2023-05-10
1074,421,2023-05-09
1075,421,2023-05-07
1076,422,2023-11-25
1077,422,2023-11-23
1078,422,2023-11-26
1079,423,2023-08-04
1080,424,2023-06-30
1081,425,2024-02-09
1082,425,2024-02-08
1083,425,2024-02-10
1084,426,2024-04-09
1085,426,2024-04-07
1086,426,2024-04-09
1087,426,2024-04-07
1088,427,2024-11-19
1089,428,2023-09-18
1090,429,2023-05-29
1091,429,2023-06-04
1092,430,2024-02-21
1093,430,2024-02-18
1094,430,2024-02-16
1095,430,2024-02-18
1096,431,2023-04-07
1097,431,2023-04-12
1098,431,2023-04-10
1099,432,2024-01-11
1100,432,2024-01-07
1101,432,2024-01-11
1102,433,2023-06-24
1103,433,2023-06-27
1104,433,2023-06-29
1105,434,2023-03-15
1106,434,2023-03-15
1107,435,2024-12-12
1108,435,2024-12-13
1109,435,2024-12-13
1110,436,2024-03-11
1111,436,2024-03-15
1112,436,2024-03-16
1113,437,2023-01-19
1114,437,2023-01-21
1115,438,2024-11-02
1116,438,2024-11-02
1117,438,2024-11-02
1118,439,2024-04-27
1119,439,2024-04-25
1120,440,2024-10-24
1121,440,2024-10-26
1122,441,2024-12-27
1123,441,2024-12-26
1124,441,2024-12-31
1125,441,2024-12-26
1126,442,2023-10-29
1127,442,2023-10-30
1128,442,2023-10-25
1129,443,2024-09-17
1130,443,2024-09-23
1131,443,2024-09-22
1132,443,2024-09-23
1133,444,2024-10-08
1134,444,2024-10-06
1135,445,2024-09-06
1136,445,2024-09-06
1137,446,2024-12-31
1138,447,2023-02-07
1139,448,2024-05-08
1140,448,2024-05-07
1141,448,2024-05-03
1142,449,2024-09-15
1143,449,2024-09-12
1144,449,2024-09-10
1145,449,2024-09-10
1146,450,2025-01-01
1147,450,2025-01-03
1148,450,2025-01-01
1149,451,2024-03-25
1150,452,2023-02-08
1151,452,2023-02-12
1152,452,2023-02-09
1153,452,2023-02-08
1154,453,2023-07-09
1155,453,2023-07-09
1156,453,2023-07-13
1157,453,2023-07-11
1158,454,2024-01-08
1159,454,2024-01-10
1160,454,2024-01-05
1161,454,2024-01-09
1162,455,2023-09-26
1163,455,2023-09-27
1164,455,2023-09-26
1165,455,2023-09-28
1166,456,2024-05-12
1167,456,2024-05-14
1168,456,2024-05-12
1169,457,2024-02-23
1170,457,2024-02-21
1171,458,2024-08-03
1172,459,2024-11-18
1173,459,2024-11-19
1174,460,2023-05-10
1175,460,2023-05-09
1176,460,2023-05-11
1177,461,2023-04-07
1178,461,2023-04-07
1179,461,2023-04-10
1180,461,2023-04-06
1181,462,2024-01-30
1182,462,2024-02-02
1183,463,2023-08-15
1184,463,2023-08-13
1185,463,2023-08-17
1186,464,2023-08-31
1187,464,2023-08-27
1188,464,2023-08-30
1189,464,2023-08-26
1190,465,2023-05-20
1191,465,2023-05-21
1192,465,2023-05-16
1193,465,2023-05-21
1194,466,2024-08-02
1195,466,2024-08-05
1196,466,2024-08-02
1197,466,2024-08-06
1198,467,2023-01-31
1199,468,2024-11-19
1200,468,2024-11-22
1201,468,2024-11-17
1202,469,2024-04-15
1203,470,2024-04-27
1204,470,2024-04-23
1205,470,2024-04-24
1206,471,2023-10-14
1207,471,2023-10-20
1208,471,2023-10-19
1209,472,2024-07-26
1210,473,2024-07-20
1211,474,2024-02-01
1212,474,2024-02-05
1213,474,2024-02-03
1214,474,2024-02-01
1215,475,2024-02-26
1216,475,2024-03-03
1217,476,2024-07-29
1218,476,2024-08-02
1219,476,2024-08-02
1220,477,2024-01-09
1221,477,2024-01-11
1222,477,2024-01-09
1223,478,2023-12-27
1224,479,2023-04-19
1225,479,2023-04-18
1226,479,2023-04-21
1227,479,2023-04-21
1228,480,2024-07-29
1229,481,2023-01-10
1230,481,2023-01-11
1231,482,2023-08-28
1232,483,2023-09-26
1233,483,2023-09-26
1234,483,2023-09-29
1235,483,2023-10-02
1236,484,2024-08-20
1237,484,2024-08-20
1238,484,2024-08-22
1239,484,2024-08-17
1240,485,2023-01-30
1241,485,2023-01-29
1242,485,2023-01-26
1243,486,2023-01-27
1244,486,2023-01-27
1245,487,2023-10-10
1246,488,2024-12-04
